-1 100 8.02398e-09 7.36869e-09
-1 106.376 6.63613e-09 6.07424e-09
-1 113.16 5.48734e-09 5.00632e-09
-1 120.375 4.53655e-09 4.1254e-09
-1 128.051 3.74975e-09 3.39884e-09
-1 136.216 3.09875e-09 2.79967e-09
-1 144.902 2.56019e-09 2.30562e-09
-1 154.141 2.11473e-09 1.89833e-09
-1 163.97 1.74634e-09 1.56262e-09
-1 174.426 1.44176e-09 1.28596e-09
-1 185.548 1.18997e-09 1.05801e-09
-1 197.379 9.81877e-10 8.70228e-10
-1 209.965 8.09933e-10 7.15574e-10
-1 223.354 6.67894e-10 5.88232e-10
-1 237.596 5.50589e-10 4.83405e-10
-1 252.746 4.53735e-10 3.97133e-10
-1 268.862 3.7379e-10 3.26152e-10
-1 286.006 3.07821e-10 2.67766e-10
-1 304.244 2.53401e-10 2.19756e-10
-1 323.644 2.08522e-10 1.80288e-10
-1 344.281 1.71524e-10 1.47854e-10
-1 366.234 1.41033e-10 1.21208e-10
-1 389.587 1.15913e-10 9.93245e-11
-1 414.429 9.52263e-11 8.13589e-11
-1 440.855 7.81966e-11 6.66149e-11
-1 468.966 6.4183e-11 5.45193e-11
-1 498.869 5.26558e-11 4.46002e-11
-1 530.679 4.3178e-11 3.64691e-11
-1 564.518 3.53884e-11 2.98064e-11
-1 600.514 2.89893e-11 2.43493e-11
-1 638.806 2.37348e-11 1.98816e-11
-1 679.54 1.94223e-11 1.62254e-11
-1 722.87 1.15667e-11 1.03536e-11
-1 768.964 9.26196e-12 8.29059e-12
-1 817.997 7.41492e-12 6.63726e-12
-1 870.156 5.93506e-12 5.31261e-12
-1 925.642 4.74965e-12 4.25152e-12
-1 984.665 3.80033e-12 3.40176e-12
-1 1047.45 3.04023e-12 2.72138e-12
-1 1114.24 2.43176e-12 2.17673e-12
-1 1185.29 1.94476e-12 1.7408e-12
-1 1260.87 1.55505e-12 1.39196e-12
-1 1341.27 1.24325e-12 1.11286e-12
-1 1426.8 9.9383e-13 8.89599e-13
-1 1517.78 7.94338e-13 7.1103e-13
-1 1614.56 6.34806e-13 5.6823e-13
-1 1717.51 5.07249e-13 4.5405e-13
-1 1827.03 4.05271e-13 3.62767e-13
-1 1943.53 3.23754e-13 2.898e-13
-1 2067.46 2.58604e-13 2.31482e-13
-1 2199.29 2.0654e-13 1.84878e-13
-1 2339.52 1.64939e-13 1.47641e-13
-1 2488.7 1.31702e-13 1.17889e-13
-1 2647.4 1.05151e-13 9.41228e-14
-1 2816.21 8.39436e-14 7.51398e-14
-1 2995.78 6.70057e-14 5.99783e-14
-1 3186.81 5.34795e-14 4.78708e-14
-1 3390.01 4.26789e-14 3.82028e-14
-1 3606.18 3.4056e-14 3.04843e-14
-1 3836.12 2.71723e-14 2.43226e-14
-1 4080.73 2.16778e-14 1.94043e-14
-1 4340.94 1.72922e-14 1.54787e-14
-1 4617.74 1.37923e-14 1.23458e-14
-1 4912.19 1.09995e-14 9.84589e-15
-1 5225.42 8.77121e-15 7.8513e-15
-1 5558.61 6.9935e-15 6.26004e-15
-1 5913.06 5.57544e-15 4.9907e-15
-1 6290.1 4.44435e-15 3.97824e-15
-1 6691.19 3.54229e-15 3.17078e-15
-1 7117.85 2.82294e-15 2.52688e-15
-1 7571.72 2.24938e-15 2.01348e-15
-1 8054.53 1.79212e-15 1.60416e-15
-1 8568.13 1.42761e-15 1.27789e-15
-1 9114.47 1.13708e-15 1.01782e-15
-1 9695.66 9.05535e-16 8.10565e-16
-1 10313.9 7.21031e-16 6.45411e-16
-1 10971.6 5.7403e-16 5.13827e-16
-1 11671.2 4.56924e-16 4.09003e-16
-1 12415.4 3.63645e-16 3.25507e-16
-1 13207 2.8936e-16 2.59013e-16
-1 14049.2 2.30209e-16 2.06065e-16
-1 14945 1.83115e-16 1.6391e-16
-1 15898 1.45627e-16 1.30354e-16
-1 16911.7 1.1579e-16 1.03647e-16
-1 17990.1 9.20483e-17 8.23946e-17
-1 19137.2 7.31584e-17 6.54858e-17
-1 20357.5 5.81322e-17 5.20354e-17
-1 21655.6 4.61816e-17 4.13382e-17
-1 23036.5 3.6679e-17 3.28322e-17
-1 24505.4 2.91245e-17 2.607e-17
-1 26068 2.31199e-17 2.06952e-17
-1 27730.2 1.83485e-17 1.64241e-17
-1 29498.4 1.45578e-17 1.3031e-17
-1 31379.4 1.15469e-17 1.03359e-17
-1 33380.3 9.15603e-18 8.19577e-18
-1 35508.8 7.25798e-18 6.49678e-18
-1 37773 5.75156e-18 5.14835e-18
-1 40181.6 4.5563e-18 4.07845e-18
-1 42743.7 3.6082e-18 3.22978e-18
-1 45469.3 2.85639e-18 2.55682e-18
-1 48368.6 2.26039e-18 2.02333e-18
-1 51452.8 1.78807e-18 1.60054e-18
-1 54733.7 1.41388e-18 1.26559e-18
-1 58223.8 1.11755e-18 1.00034e-18
-1 61936.4 8.8295e-19 7.90349e-19
-1 65885.8 6.97297e-19 6.24166e-19
-1 70087 5.50433e-19 4.92705e-19
-1 74556.1 4.34298e-19 3.8875e-19
-1 79310.2 3.42504e-19 3.06583e-19
-1 84367.4 2.69975e-19 2.41661e-19
-1 89747 2.12696e-19 1.90389e-19
-1 95469.7 1.67481e-19 1.49916e-19
-1 101557 1.31805e-19 1.17982e-19
-1 108033 1.0367e-19 9.27976e-20
-1 114922 8.14934e-20 7.29466e-20
-1 122250 6.40221e-20 5.73076e-20
-1 130045 5.02653e-20 4.49936e-20
-1 138337 3.94393e-20 3.5303e-20
-1 147158 3.09246e-20 2.76813e-20
